Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Include nutrient-rich foods,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Limit processed foods,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_in_anal_region,  bloody_stool,  irritation_in_anus","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_in_anal_region,  bloody_stool,  irritation_in_anus, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Consume foods rich in vitamins B and D,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  bloody_stool,  irritation_in_anus","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  bloody_stool,  irritation_in_anus, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Consult a healthcare professional,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  irritation_in_anus","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  irritation_in_anus, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Follow medical recommendations,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Maintain a stable weight,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']","['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']",Engage in regular exercise,reduce stress,exercise,eat healthy,get proper sleep,"Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool","Disease: Hypothyroidism, Symptoms: Dimorphic hemmorhoids(piles),  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool, Medication: ['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids'], Diet: ['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Limit iodine intake,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Consume cruciferous vegetables in moderation,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Stay hydrated,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  breathlessness,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  breathlessness,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Include nutrient-rich foods,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Limit caffeine and alcohol,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Include omega-3 fatty acids,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  sweating","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  sweating, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Consult a healthcare professional,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Follow medical recommendations,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  breathlessness,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  breathlessness,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Maintain a stable weight,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  sweating,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  sweating,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",Engage in regular exercise,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Heart attack,  vomiting,  breathlessness,  chest_pain","Disease: Hyperthyroidism, Symptoms: Heart attack,  vomiting,  breathlessness,  chest_pain, Medication: ['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide'], Diet: ['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Consume complex carbohydrates,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Include protein-rich foods,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Stay hydrated,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  cramps,  bruising,  obesity,  swollen_legs","Disease: Hypoglycemia, Symptoms: Varicose veins,  cramps,  bruising,  obesity,  swollen_legs, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Limit sugary foods and beverages,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  bruising,  obesity,  swollen_legs","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  bruising,  obesity,  swollen_legs, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Consume regular meals and snacks,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  obesity,  swollen_legs","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  obesity,  swollen_legs, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Consult a healthcare professional,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  swollen_legs","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  swollen_legs, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Monitor blood sugar levels,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Follow medical recommendations,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Engage in regular physical activity,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",Limit alcohol intake,lie down on side,check in pulse,drink sugary drinks,consult doctor,"Varicose veins,  fatigue,  cramps,  bruising,  obesity","Disease: Hypoglycemia, Symptoms: Varicose veins,  fatigue,  cramps,  bruising,  obesity, Medication: ['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy'], Diet: ['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Consume anti-inflammatory foods,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Include omega-3 fatty acids,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Consume antioxidant-rich foods,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Stay hydrated,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Limit processed foods,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  fatigue,  cold_hands_and_feets,  mood_swings,  lethargy","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  fatigue,  cold_hands_and_feets,  mood_swings,  lethargy, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Include vitamin K-rich foods,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  fatigue,  weight_gain,  mood_swings,  lethargy","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  fatigue,  weight_gain,  mood_swings,  lethargy, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",Consult a healthcare professional,acetaminophen,consult nearest hospital,follow up,salt baths,"Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  lethargy","Disease: Osteoarthristis, Symptoms: Hypothyroidism,  fatigue,  weight_gain,  cold_hands_and_feets,  lethargy, Medication: ['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery'], Diet: ['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']"
