Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Tĩnh mạch giãn tĩnh mạch,"Các tĩnh mạch giãn tĩnh mạch được mở rộng, các tĩnh mạch xoắn thường xuất hiện trên chân.","['Levothyroxine', 'Thuốc antithyroid', 'thuốc chẹn beta', 'iốt phóng xạ', 'phẫu thuật tuyến giáp']]]]]","['Chế độ ăn kiêng tĩnh mạch tĩnh mạch', 'Chế độ ăn nhiều chất xơ', 'trái cây và rau quả', 'ngũ cốc nguyên hạt', 'thực phẩm có ít natri']]]]",Tham gia tập thể dục thường xuyên,nằm xuống bằng phẳng và nâng chân cao,Sử dụng oinment,Sử dụng nén tĩnh mạch,Đừng đứng yên lâu rồi,"Viêm phổi, ớn lạnh, mệt mỏi, ho, high_fever","Bệnh: tĩnh mạch giãn tĩnh mạch, triệu chứng: viêm phổi, ớn lạnh, mệt mỏi, ho, high_fever, thuốc: ['levothyroxine', 'thuốc antithyroid', 'thuốc chẹn beta', 'iốt phóng xạ', 'phẫu thuật tuyến giáp'] Chế độ ăn kiêng tĩnh mạch tĩnh mạch ',' chế độ ăn nhiều chất xơ ',' trái cây và rau quả ',' ngũ cốc nguyên hạt ',' thực phẩm natri thấp ']]]]]"
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Bao gồm các loại thực phẩm giàu iốt,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Tiêu thụ thực phẩm giàu selen,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Giữ nước,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Bao gồm thực phẩm giàu chất dinh dưỡng,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), pain_during_bowel_movements, pain_in_anal_region, Bloody_stool, erritation_in_anuss","Bệnh: Hymothyroidism, Triệu chứng: Hemmorhoids lưỡng hình (cọc), đau_during_bowel_movements, Pain_in_anal_region, Bloody_stool, Irritation_in_anus, thuốc: ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Hạn chế thực phẩm chế biến,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_in_anal_region, Bloody_stool, Irritation_in_anus","Bệnh: Hạ mô giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_in_anal_region, Bloody_stool, Krritation_in_anus, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Tiêu thụ thực phẩm giàu vitamin B và D,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, Bloody_stool, Irritation_in_anus","Bệnh: Hạ mô giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, Bloody_stool, Krritation_in_anus, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, kích thích_in_anus","Bệnh: Huyền giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, PAIN_IN_ANAL_REGION, IRRITION_IN_ANUS, thuốc: ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Thực hiện theo các khuyến nghị y tế,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Duy trì trọng lượng ổn định,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Suy giáp,Suy giáp là một tình trạng mà tuyến giáp không sản xuất đủ hormone tuyến giáp.,"['Thuốc antithyroid', 'iốt phóng xạ', 'phẫu thuật tuyến giáp', 'thuốc chẹn beta', 'corticosteroid']]]]]",.,Tham gia tập thể dục thường xuyên,Giảm căng thẳng,bài tập,Ăn uống lành mạnh,ngủ đúng cách,"Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool","Bệnh: Bệnh suy giáp, Triệu chứng: Hemmorhoids lưỡng hình (cọc), táo bón, đau_during_bowel_movements, pain_in_anal_region, Bloody_stool, thuốc: ['thuốc antithyroid', ' ["
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Giới hạn lượng iốt,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, đổ mồ hôi, ngực_pain","Bệnh tật: cường giáp, triệu chứng: đau tim, nôn, khó thở, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'], ăn kiêng: ['[' Chế độ ăn kiêng cường giáp ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selenium ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Tiêu thụ rau họ cải ở mức độ kiểm duyệt,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, đổ mồ hôi, ngực_pain","Bệnh tật: cường giáp, triệu chứng: đau tim, nôn, khó thở, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'], ăn kiêng: ['[' Chế độ ăn kiêng cường giáp ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selenium ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Giữ nước,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, khó thở, đổ mồ hôi, ngực_pain","Bệnh tật: cường giáp, triệu chứng: đau tim, khó thở, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Bao gồm thực phẩm giàu chất dinh dưỡng,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, đổ mồ hôi, ngực_pain","Bệnh: cường giáp, triệu chứng: đau tim, nôn, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Hạn chế caffeine và rượu,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, ngực_pain","Bệnh: cường giáp, triệu chứng: đau tim, nôn, khó thở, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Bao gồm axit béo omega-3,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, đổ mồ hôi","Bệnh tật: cường giáp, triệu chứng: đau tim, nôn, khó thở, đổ mồ hôi, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, đổ mồ hôi, ngực_pain","Bệnh tật: cường giáp, triệu chứng: đau tim, nôn, khó thở, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'], ăn kiêng: ['[' Chế độ ăn kiêng cường giáp ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selenium ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Thực hiện theo các khuyến nghị y tế,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, khó thở, đổ mồ hôi, ngực_pain","Bệnh tật: cường giáp, triệu chứng: đau tim, khó thở, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Duy trì trọng lượng ổn định,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, đổ mồ hôi, ngực_pain","Bệnh: cường giáp, triệu chứng: đau tim, nôn, đổ mồ hôi, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Cường giáp,Hyperthyroidism là một điều kiện mà tuyến giáp tạo ra quá nhiều hormone tuyến giáp.,"['Viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide']]]]]]]]",.,Tham gia tập thể dục thường xuyên,Ăn uống lành mạnh,mát xa,Sử dụng Balm chanh,Điều trị bằng iốt phóng xạ,"Đau tim, nôn mửa, khó thở, ngực_pain","Bệnh: cường giáp, triệu chứng: đau tim, nôn, khó thở, ngực_pain, thuốc: ['viên glucose', 'kẹo hoặc nước trái cây', 'tiêm glucagon', 'iv ​​dextrose', 'diazoxide'] ',' Chế độ ăn uống thấp ',' Thực phẩm giàu canxi ',' Thực phẩm giàu Selen ',' Trái cây và rau quả ']]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Tiêu thụ carbohydrate phức tạp,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Bao gồm thực phẩm giàu protein,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Giữ nước,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, chuột rút, bầm tím, béo phì, swollen_legs","Bệnh: hạ đường huyết, triệu chứng: tĩnh mạch giãn tĩnh mạch, chuột rút, bầm tím, béo phì, swollen_legs, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Hạn chế thực phẩm và đồ uống có đường,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, bầm tím, béo phì, swollen_legs","Bệnh: hạ đường huyết, triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, bầm tím, béo phì, sưng_legs, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], ăn kiêng: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Tiêu thụ các bữa ăn và đồ ăn nhẹ thường xuyên,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, béo phì, swollen_legs","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, béo phì, swollen_legs, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], ăn kiêng: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, sưng","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, sưng_legs, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Giám sát lượng đường trong máu,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Thực hiện theo các khuyến nghị y tế,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Tham gia vào hoạt động thể chất thường xuyên,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Hạ đường huyết,Hạ đường huyết là một tình trạng đặc trưng bởi lượng đường trong máu thấp bất thường.,"['Người giảm đau', 'Tập thể dục', 'Gói nóng và lạnh', 'Bảo vệ khớp', 'Vật lý trị liệu']]]]",.,Giới hạn lượng rượu,nằm xuống bên,Kiểm tra xung,Uống đồ uống có đường,Tham khảo ý kiến ​​bác sĩ,"Tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì","Bệnh: Hạ đường huyết, Triệu chứng: tĩnh mạch giãn tĩnh mạch, mệt mỏi, chuột rút, bầm tím, béo phì, thuốc: ['thuốc giảm đau', 'tập thể dục', 'gói nóng và lạnh', 'bảo vệ khớp', 'vật lý trị liệu'], chế độ ăn uống: [[[[ 'Chế độ ăn uống hạ đường huyết', 'carbohydrate phức tạp', 'đồ ăn nhẹ giàu protein', 'thực phẩm giàu chất xơ', 'chất béo lành mạnh']]]]"
Osteoarthristis,Osteoarthristis là một bệnh thoái hóa khớp ảnh hưởng đến sụn ở khớp.,.,.,Tiêu thụ thực phẩm chống viêm,acetaminophen,Tham khảo ý kiến ​​bệnh viện gần nhất,Theo dõi,bồn tắm muối,"Suy giáp, mệt mỏi, cân nặng_gain, Cold_hands_and_feets, Mood_wings","Bệnh: Osteoarthristis, triệu chứng: suy giáp, mệt mỏi, cân nặng : ['Chế độ ăn kiêng viêm khớp', 'Chế độ ăn kiêng chống viêm', 'Thực phẩm giàu Omega-3', 'Trái cây và rau quả', 'Ngũ cốc toàn bộ']]"
Osteoarthristis,Osteoarthristis là một bệnh thoái hóa khớp ảnh hưởng đến sụn ở khớp.,.,.,Bao gồm axit béo omega-3,acetaminophen,Tham khảo ý kiến ​​bệnh viện gần nhất,Theo dõi,bồn tắm muối,"Suy giáp, mệt mỏi, cân nặng_gain, Cold_hands_and_feets, Mood_wings","Bệnh: Osteoarthristis, triệu chứng: suy giáp, mệt mỏi, cân nặng : ['Chế độ ăn kiêng viêm khớp', 'Chế độ ăn kiêng chống viêm', 'Thực phẩm giàu Omega-3', 'Trái cây và rau quả', 'Ngũ cốc toàn bộ']]"
Osteoarthristis,Osteoarthristis là một bệnh thoái hóa khớp ảnh hưởng đến sụn ở khớp.,.,.,Tiêu thụ thực phẩm giàu chất chống oxy hóa,acetaminophen,Tham khảo ý kiến ​​bệnh viện gần nhất,Theo dõi,bồn tắm muối,"Suy giáp, cân nặng_gain, Cold_Hands_and_feets, Mood_wings, Lethargy","Bệnh: Osteoarthristis, triệu chứng: suy giáp, tạ_gain, Cold_hands_and_feets, Mood_wings, Lethargy, Thuốc: ['NSAID', 'thuốc điều chỉnh bệnh : ['Chế độ ăn kiêng viêm khớp', 'Chế độ ăn kiêng chống viêm', 'Thực phẩm giàu Omega-3', 'Trái cây và rau quả', 'Ngũ cốc toàn bộ']]"
